id,referencia,marca,capacidad,ciudad,responsable
7527,ACH02,SONY,1478,Bucaramanga,Sacarias
1574,ACH02,KALLEY,1149,Cali,Sacarias
8550,ACH02,KALLEY,348,Bucaramanga,Romulo
249,ACH03,KALLEY,477,Saragoza,Romulo
1253,ACH01,SAMSUNG,274,Cali,Sacarias
6619,ACH03,SAMSUNG,1163,Bogota,Armando
4396,ACH01,KALLEY,971,Cali,Armando
2002,ACH02,KALLEY,1330,Titiribi,Armando
3483,ACH01,KALLEY,313,Saragoza,Romulo
5962,ACH03,SAMSUNG,1080,Titiribi,Romulo
8318,ACH01,SONY,1627,Saragoza,Armando
6546,ACH03,SONY,1798,Saragoza,Sacarias
7252,ACH01,SAMSUNG,906,Titiribi,Sacarias
3275,ACH02,SONY,1557,Bucaramanga,Armando
7783,ACH01,SONY,1058,Cali,Sacarias
4870,ACH02,SAMSUNG,370,Titiribi,Benavides
5434,ACH01,SONY,1363,Bucaramanga,Benavides
2157,ACH03,SAMSUNG,1869,Titiribi,Romulo
3245,ACH01,SONY,910,Cali,Sacarias
4339,ACH03,SAMSUNG,1692,Bucaramanga,Sacarias
9761,ACH02,SONY,1367,Titiribi,Armando
412,ACH02,KALLEY,1929,Bogota,Armando
9779,ACH03,SAMSUNG,809,Saragoza,Ortencio
4353,ACH02,SONY,1297,Titiribi,Romulo
8798,ACH02,KALLEY,495,Bogota,Romulo
9949,ACH01,SAMSUNG,1623,Cali,Benavides
958,ACH03,KALLEY,1455,Bogota,Armando
4510,ACH03,SONY,170,Bogota,Ortencio
392,ACH03,SONY,836,Cali,Romulo
442,ACH02,KALLEY,1488,Bucaramanga,Sacarias
8742,ACH03,SONY,861,Saragoza,Romulo
7452,ACH02,KALLEY,1074,Bucaramanga,Sacarias
1779,ACH02,KALLEY,229,Bucaramanga,Ortencio
6712,ACH03,KALLEY,424,Saragoza,Romulo
624,ACH01,SONY,1595,Cali,Sacarias
2811,ACH03,SAMSUNG,1407,Bucaramanga,Sacarias
5729,ACH02,SAMSUNG,485,Bucaramanga,Sacarias
6277,ACH01,KALLEY,1156,Titiribi,Romulo
7190,ACH02,SAMSUNG,1006,Cali,Benavides
8845,ACH02,KALLEY,881,Cali,Benavides
5591,ACH02,SAMSUNG,431,Cali,Sacarias
7252,ACH01,SAMSUNG,241,Saragoza,Ortencio
5563,ACH03,KALLEY,1712,Bucaramanga,Sacarias
8732,ACH01,SONY,923,Bogota,Ortencio
2136,ACH03,SAMSUNG,871,Bogota,Armando
6597,ACH03,SONY,783,Cali,Armando
3101,ACH02,SONY,1498,Saragoza,Romulo
7508,ACH01,SAMSUNG,1699,Saragoza,Sacarias
8049,ACH02,SAMSUNG,1098,Titiribi,Benavides
982,ACH03,SONY,731,Titiribi,Romulo
5513,ACH03,SAMSUNG,1198,Bucaramanga,Sacarias
8528,ACH02,SONY,1640,Bogota,Romulo
3515,ACH02,KALLEY,729,Saragoza,Benavides
7723,ACH02,SONY,1139,Bucaramanga,Armando
1880,ACH01,SONY,207,Saragoza,Sacarias
1299,ACH01,KALLEY,346,Cali,Sacarias
6896,ACH01,SONY,906,Bucaramanga,Armando
4334,ACH03,KALLEY,459,Bucaramanga,Benavides
5009,ACH03,SONY,496,Bucaramanga,Sacarias
8584,ACH03,KALLEY,434,Bucaramanga,Armando
2352,ACH01,SAMSUNG,1349,Cali,Benavides
8627,ACH02,SAMSUNG,120,Saragoza,Armando
9483,ACH01,KALLEY,262,Cali,Benavides
8972,ACH03,SAMSUNG,243,Titiribi,Benavides
6894,ACH01,SONY,1359,Cali,Romulo
2803,ACH01,SAMSUNG,1492,Titiribi,Romulo
3164,ACH01,SONY,662,Cali,Armando
4645,ACH02,SONY,1877,Bucaramanga,Romulo
6859,ACH01,KALLEY,1146,Bucaramanga,Benavides
6953,ACH03,SONY,1404,Saragoza,Benavides
7704,ACH02,SONY,982,Titiribi,Romulo
9140,ACH02,SAMSUNG,1767,Bucaramanga,Benavides
1981,ACH03,SONY,747,Titiribi,Romulo
3778,ACH01,KALLEY,425,Titiribi,Armando
6236,ACH01,SONY,1454,Bucaramanga,Sacarias
6360,ACH02,KALLEY,1986,Bucaramanga,Ortencio
6072,ACH02,SAMSUNG,116,Saragoza,Sacarias
7611,ACH03,SONY,394,Titiribi,Benavides
8866,ACH03,SONY,1736,Titiribi,Sacarias
5101,ACH03,KALLEY,1139,Titiribi,Romulo
30,ACH01,KALLEY,1367,Cali,Sacarias
9361,ACH03,KALLEY,483,Titiribi,Ortencio
3112,ACH03,SAMSUNG,848,Bucaramanga,Ortencio
6145,ACH02,KALLEY,1899,Bogota,Romulo
9446,ACH02,SAMSUNG,752,Bucaramanga,Ortencio
2801,ACH03,SONY,335,Titiribi,Romulo
7313,ACH01,KALLEY,751,Titiribi,Armando
5339,ACH02,SAMSUNG,1587,Bogota,Ortencio
800,ACH03,SONY,152,Titiribi,Armando
9760,ACH01,SAMSUNG,1559,Saragoza,Armando
2196,ACH03,KALLEY,1158,Cali,Romulo
9186,ACH02,SONY,278,Saragoza,Romulo
6443,ACH03,SONY,786,Saragoza,Sacarias
9617,ACH03,SAMSUNG,609,Cali,Romulo
6496,ACH02,SAMSUNG,999,Bucaramanga,Romulo
4777,ACH02,SONY,1629,Saragoza,Ortencio
1128,ACH02,SAMSUNG,1522,Cali,Armando
1656,ACH02,SONY,455,Titiribi,Ortencio
9013,ACH03,KALLEY,1783,Bogota,Ortencio
1786,ACH01,KALLEY,1796,Bucaramanga,Romulo
142,ACH01,SONY,158,Bogota,Sacarias
6628,ACH02,KALLEY,1853,Titiribi,Ortencio
4659,ACH02,KALLEY,662,Bucaramanga,Benavides
585,ACH02,SONY,1393,Saragoza,Ortencio
1114,ACH02,SONY,681,Bucaramanga,Sacarias
288,ACH03,SAMSUNG,936,Bucaramanga,Romulo
5866,ACH02,SAMSUNG,1670,Bucaramanga,Romulo
5325,ACH03,SAMSUNG,359,Bogota,Sacarias
2073,ACH02,KALLEY,1654,Saragoza,Benavides
1619,ACH03,SONY,1300,Bucaramanga,Benavides
652,ACH01,SONY,937,Bucaramanga,Ortencio
5908,ACH03,SONY,1066,Titiribi,Ortencio
5600,ACH01,SAMSUNG,1215,Titiribi,Ortencio
6401,ACH02,SONY,1758,Cali,Benavides
3210,ACH01,SONY,860,Cali,Sacarias
5899,ACH02,KALLEY,1317,Titiribi,Romulo
4500,ACH03,SAMSUNG,263,Bogota,Ortencio
4792,ACH02,KALLEY,907,Bogota,Ortencio
5288,ACH03,SONY,1825,Bogota,Sacarias
713,ACH03,KALLEY,922,Bucaramanga,Ortencio
8613,ACH01,KALLEY,1353,Bucaramanga,Ortencio
6892,ACH01,SONY,763,Cali,Sacarias
6854,ACH03,SONY,843,Bogota,Armando
4372,ACH01,SAMSUNG,555,Cali,Benavides
4946,ACH03,SAMSUNG,342,Cali,Romulo
2342,ACH01,KALLEY,1140,Saragoza,Armando
8090,ACH03,SONY,1858,Cali,Romulo
9909,ACH01,SAMSUNG,1226,Bucaramanga,Ortencio
1197,ACH02,SONY,477,Bucaramanga,Armando
4234,ACH01,SONY,1662,Bogota,Armando
1234,ACH02,KALLEY,350,Bogota,Sacarias
9402,ACH03,SAMSUNG,529,Titiribi,Romulo
5254,ACH01,SONY,728,Cali,Benavides
683,ACH03,SAMSUNG,384,Bogota,Benavides
5402,ACH03,SONY,1132,Cali,Armando
522,ACH03,KALLEY,267,Saragoza,Armando
7087,ACH01,KALLEY,1985,Cali,Romulo
9129,ACH02,KALLEY,1479,Bucaramanga,Armando
7857,ACH01,SONY,1687,Saragoza,Benavides
90,ACH01,SONY,1414,Bogota,Romulo
1043,ACH02,KALLEY,1256,Cali,Romulo
659,ACH02,SONY,1460,Cali,Benavides
4946,ACH02,SONY,1242,Saragoza,Benavides
6469,ACH01,KALLEY,215,Bogota,Romulo
3350,ACH03,KALLEY,350,Titiribi,Romulo
1314,ACH01,SONY,865,Titiribi,Romulo
672,ACH01,SAMSUNG,743,Cali,Sacarias
6269,ACH01,SAMSUNG,1330,Saragoza,Ortencio
6928,ACH03,KALLEY,325,Bucaramanga,Ortencio
2896,ACH03,KALLEY,417,Cali,Benavides
2881,ACH02,KALLEY,1487,Bucaramanga,Sacarias
6885,ACH02,SAMSUNG,1470,Bucaramanga,Benavides
3223,ACH01,KALLEY,1868,Cali,Sacarias
7768,ACH02,KALLEY,549,Cali,Ortencio
4824,ACH03,KALLEY,777,Cali,Armando
7005,ACH03,KALLEY,384,Cali,Ortencio
9753,ACH03,SONY,1491,Cali,Romulo
8693,ACH01,KALLEY,1433,Saragoza,Armando
6397,ACH03,SAMSUNG,438,Saragoza,Benavides
4717,ACH02,KALLEY,1730,Titiribi,Romulo
7776,ACH03,KALLEY,869,Saragoza,Benavides
5616,ACH02,KALLEY,453,Bogota,Benavides
558,ACH01,KALLEY,964,Cali,Armando
6049,ACH01,SONY,1409,Bucaramanga,Sacarias
8091,ACH02,SAMSUNG,717,Saragoza,Benavides
8343,ACH03,SAMSUNG,1778,Saragoza,Sacarias
2106,ACH01,KALLEY,1984,Bogota,Armando
2730,ACH02,SONY,836,Cali,Sacarias
8755,ACH03,SONY,1320,Titiribi,Romulo
2986,ACH02,SONY,751,Bogota,Benavides
3587,ACH03,SAMSUNG,1864,Bogota,Ortencio
8168,ACH02,KALLEY,892,Bogota,Ortencio
7297,ACH03,SONY,1328,Cali,Sacarias
2989,ACH02,SONY,1695,Titiribi,Sacarias
440,ACH02,KALLEY,606,Bucaramanga,Ortencio
4383,ACH01,SONY,1877,Bucaramanga,Romulo
5641,ACH01,SAMSUNG,866,Titiribi,Benavides
6138,ACH03,KALLEY,305,Titiribi,Sacarias
7618,ACH03,KALLEY,246,Saragoza,Romulo
3628,ACH02,SONY,694,Titiribi,Romulo
5553,ACH02,SONY,117,Bogota,Romulo
7477,ACH03,SONY,641,Titiribi,Benavides
6126,ACH03,KALLEY,1669,Saragoza,Armando
3697,ACH02,SAMSUNG,917,Cali,Ortencio
4103,ACH03,KALLEY,1922,Cali,Sacarias
4587,ACH03,SONY,1069,Titiribi,Ortencio
2899,ACH01,KALLEY,150,Titiribi,Benavides
4875,ACH01,SONY,1784,Bucaramanga,Ortencio
9381,ACH02,SAMSUNG,467,Bucaramanga,Armando
4019,ACH02,SONY,204,Saragoza,Romulo
3156,ACH01,SAMSUNG,1154,Bucaramanga,Armando
9238,ACH03,KALLEY,967,Titiribi,Romulo
5029,ACH01,KALLEY,1601,Titiribi,Benavides
74,ACH01,SONY,1450,Saragoza,Sacarias
4006,ACH03,SONY,1627,Saragoza,Benavides
6413,ACH02,KALLEY,1378,Titiribi,Sacarias
1706,ACH03,KALLEY,1337,Titiribi,Ortencio
9081,ACH03,SAMSUNG,1627,Cali,Armando
8099,ACH02,SONY,854,Bogota,Romulo
2559,ACH02,SAMSUNG,933,Bogota,Armando
327,ACH03,SAMSUNG,1205,Cali,Romulo
3682,ACH01,SAMSUNG,1590,Bogota,Benavides
4469,ACH03,SAMSUNG,1553,Bogota,Romulo
7633,ACH02,SAMSUNG,1751,Cali,Romulo
1661,ACH01,SONY,506,Cali,Benavides
6121,ACH01,SONY,1665,Bucaramanga,Sacarias
7572,ACH01,KALLEY,690,Titiribi,Benavides
4087,ACH02,SAMSUNG,432,Bogota,Ortencio
8608,ACH01,SONY,1015,Titiribi,Armando
3190,ACH03,SONY,1120,Saragoza,Benavides
5187,ACH02,KALLEY,459,Saragoza,Benavides
9059,ACH01,SONY,432,Cali,Ortencio
5469,ACH01,SAMSUNG,1853,Cali,Romulo
2057,ACH02,SAMSUNG,483,Bucaramanga,Benavides
9754,ACH03,SONY,1036,Bogota,Ortencio
1511,ACH01,SONY,318,Titiribi,Romulo
8491,ACH01,SAMSUNG,1541,Bucaramanga,Romulo
2143,ACH01,SONY,1340,Bucaramanga,Sacarias
6654,ACH01,SONY,675,Cali,Benavides
2286,ACH02,KALLEY,1432,Saragoza,Benavides
2971,ACH01,SAMSUNG,1737,Bucaramanga,Benavides
3809,ACH03,SONY,292,Saragoza,Benavides
7862,ACH03,SONY,1244,Bucaramanga,Romulo
7504,ACH02,SAMSUNG,415,Titiribi,Benavides
8610,ACH01,SAMSUNG,1222,Saragoza,Sacarias
2369,ACH02,KALLEY,1491,Bogota,Ortencio
675,ACH01,SONY,923,Bucaramanga,Benavides
7668,ACH03,SONY,757,Titiribi,Benavides
7651,ACH03,SAMSUNG,1297,Bucaramanga,Armando
4161,ACH02,KALLEY,940,Bogota,Armando
1133,ACH02,SONY,1180,Titiribi,Benavides
2908,ACH02,SONY,226,Cali,Ortencio
795,ACH03,SONY,821,Bogota,Armando
932,ACH01,KALLEY,1211,Bucaramanga,Romulo
6092,ACH01,KALLEY,195,Saragoza,Ortencio
566,ACH01,SAMSUNG,422,Cali,Armando
1855,ACH01,KALLEY,1528,Titiribi,Ortencio
9773,ACH01,KALLEY,966,Titiribi,Sacarias
4322,ACH02,SAMSUNG,1297,Bogota,Romulo
8091,ACH02,SAMSUNG,1732,Bogota,Ortencio
2187,ACH01,SAMSUNG,487,Saragoza,Sacarias
7556,ACH01,KALLEY,342,Titiribi,Armando
608,ACH02,KALLEY,1972,Titiribi,Armando
3778,ACH03,SAMSUNG,424,Saragoza,Benavides
2045,ACH03,SAMSUNG,1600,Titiribi,Benavides
602,ACH01,SAMSUNG,631,Titiribi,Benavides
6839,ACH01,KALLEY,1551,Titiribi,Romulo
3869,ACH03,KALLEY,881,Titiribi,Romulo
1057,ACH02,KALLEY,1398,Titiribi,Benavides
113,ACH01,KALLEY,1585,Saragoza,Benavides
7800,ACH03,SONY,1394,Saragoza,Armando
4990,ACH02,SONY,1611,Cali,Ortencio
4947,ACH03,KALLEY,528,Bogota,Benavides
8784,ACH01,SAMSUNG,221,Saragoza,Armando
5783,ACH03,KALLEY,1485,Bucaramanga,Armando
3107,ACH02,SONY,1651,Bucaramanga,Armando
1497,ACH01,SONY,1230,Saragoza,Benavides
8796,ACH03,KALLEY,480,Bucaramanga,Armando
8143,ACH01,SONY,375,Titiribi,Sacarias
9162,ACH03,KALLEY,1851,Cali,Sacarias
4169,ACH01,KALLEY,1113,Bucaramanga,Armando
7907,ACH01,SONY,115,Bucaramanga,Benavides
5608,ACH01,SONY,977,Saragoza,Armando
3466,ACH02,SAMSUNG,549,Saragoza,Sacarias
6937,ACH02,SONY,434,Titiribi,Sacarias
9648,ACH02,SONY,1203,Cali,Ortencio
2043,ACH01,SAMSUNG,276,Bucaramanga,Romulo
2305,ACH01,KALLEY,1776,Titiribi,Benavides
1856,ACH03,SONY,640,Titiribi,Armando
7622,ACH01,KALLEY,1597,Bucaramanga,Sacarias
5194,ACH03,KALLEY,1093,Bucaramanga,Armando
8143,ACH02,KALLEY,1368,Saragoza,Armando
345,ACH01,SONY,654,Titiribi,Benavides
7049,ACH03,SONY,699,Bogota,Benavides
3321,ACH02,SONY,256,Saragoza,Sacarias
9261,ACH01,SAMSUNG,1034,Cali,Ortencio
6602,ACH02,SONY,1754,Saragoza,Romulo
9203,ACH02,SAMSUNG,431,Saragoza,Sacarias
4370,ACH02,SONY,1367,Titiribi,Armando
3286,ACH03,SAMSUNG,898,Bucaramanga,Romulo
6732,ACH03,KALLEY,824,Bogota,Romulo
4227,ACH02,KALLEY,1189,Titiribi,Armando
2588,ACH02,SAMSUNG,412,Bogota,Sacarias
7882,ACH03,KALLEY,578,Saragoza,Armando
4226,ACH02,SAMSUNG,228,Bucaramanga,Ortencio
4768,ACH02,SONY,357,Cali,Benavides
1786,ACH03,KALLEY,935,Bucaramanga,Sacarias
1868,ACH03,SAMSUNG,1316,Titiribi,Sacarias
5696,ACH03,SONY,1386,Saragoza,Armando
390,ACH03,KALLEY,1979,Bogota,Sacarias
6711,ACH02,KALLEY,598,Bucaramanga,Benavides
1657,ACH01,KALLEY,1247,Saragoza,Benavides
2665,ACH03,SAMSUNG,1238,Titiribi,Ortencio
6110,ACH02,SAMSUNG,1603,Titiribi,Ortencio
5425,ACH01,KALLEY,509,Titiribi,Romulo
4616,ACH02,KALLEY,755,Bogota,Romulo
3381,ACH03,KALLEY,377,Cali,Benavides
9457,ACH03,KALLEY,603,Bucaramanga,Sacarias
8613,ACH01,SONY,1447,Cali,Benavides
676,ACH02,KALLEY,1142,Bucaramanga,Sacarias
3091,ACH03,SONY,1402,Titiribi,Benavides
5519,ACH03,KALLEY,1751,Bucaramanga,Sacarias
6970,ACH01,SAMSUNG,494,Bucaramanga,Ortencio
4819,ACH01,SAMSUNG,1536,Titiribi,Armando
2897,ACH03,KALLEY,727,Bucaramanga,Benavides
2998,ACH02,SONY,322,Bucaramanga,Ortencio
3124,ACH02,SONY,1236,Bogota,Romulo
830,ACH02,KALLEY,1811,Bogota,Armando
6275,ACH02,SAMSUNG,1022,Titiribi,Ortencio
504,ACH02,SAMSUNG,1081,Saragoza,Armando
4863,ACH01,SONY,863,Titiribi,Armando
618,ACH03,SAMSUNG,537,Saragoza,Sacarias
310,ACH03,SONY,748,Saragoza,Ortencio
4897,ACH02,SAMSUNG,545,Titiribi,Ortencio
5355,ACH01,SONY,356,Bogota,Benavides
9979,ACH01,KALLEY,110,Bucaramanga,Sacarias
6311,ACH03,SAMSUNG,919,Cali,Ortencio
7497,ACH03,SAMSUNG,1819,Cali,Armando
3215,ACH03,SONY,763,Titiribi,Benavides
209,ACH03,SONY,1599,Titiribi,Ortencio
4733,ACH03,SAMSUNG,267,Saragoza,Romulo
9292,ACH03,SONY,1620,Bogota,Benavides
2845,ACH01,SAMSUNG,1808,Titiribi,Benavides
7834,ACH02,SONY,1422,Cali,Sacarias
1862,ACH01,SONY,1158,Saragoza,Sacarias
1664,ACH02,SAMSUNG,1663,Cali,Sacarias
7948,ACH01,KALLEY,945,Saragoza,Benavides
6894,ACH03,KALLEY,753,Bucaramanga,Ortencio
6375,ACH01,KALLEY,236,Saragoza,Ortencio
473,ACH01,SONY,769,Saragoza,Armando
3190,ACH03,KALLEY,414,Titiribi,Armando
8777,ACH02,KALLEY,556,Bogota,Sacarias
655,ACH01,KALLEY,1652,Bogota,Romulo
5799,ACH02,SAMSUNG,1117,Titiribi,Benavides
2832,ACH01,SAMSUNG,370,Bogota,Armando
7946,ACH03,SAMSUNG,1135,Bogota,Ortencio
5109,ACH02,KALLEY,214,Cali,Benavides
2261,ACH03,KALLEY,1185,Saragoza,Romulo
9249,ACH01,KALLEY,1457,Titiribi,Sacarias
2558,ACH01,KALLEY,346,Bogota,Ortencio
8498,ACH03,SAMSUNG,570,Titiribi,Sacarias
1298,ACH01,SAMSUNG,1659,Cali,Romulo
8118,ACH03,SONY,109,Titiribi,Benavides
6000,ACH02,KALLEY,1288,Titiribi,Armando
8143,ACH02,SAMSUNG,1869,Cali,Romulo
6932,ACH03,SAMSUNG,420,Titiribi,Armando
5444,ACH02,SAMSUNG,103,Titiribi,Armando
2371,ACH02,KALLEY,1869,Bogota,Benavides
9490,ACH01,SAMSUNG,1637,Saragoza,Sacarias
8368,ACH03,SAMSUNG,1954,Saragoza,Romulo
621,ACH03,SAMSUNG,781,Titiribi,Benavides
2329,ACH02,SONY,108,Cali,Benavides
9223,ACH03,SAMSUNG,424,Bogota,Ortencio
4399,ACH03,SAMSUNG,934,Bucaramanga,Sacarias
292,ACH03,SONY,1395,Saragoza,Sacarias
7116,ACH03,SONY,599,Saragoza,Armando
6124,ACH02,SAMSUNG,1807,Titiribi,Ortencio
4446,ACH02,SONY,493,Saragoza,Romulo
7588,ACH03,SAMSUNG,1424,Cali,Armando
920,ACH01,SONY,564,Bogota,Ortencio
6633,ACH01,KALLEY,1022,Titiribi,Sacarias
9154,ACH02,SAMSUNG,1494,Bogota,Sacarias
8336,ACH02,SAMSUNG,772,Saragoza,Ortencio
8199,ACH01,KALLEY,979,Cali,Sacarias
6072,ACH02,SAMSUNG,1680,Titiribi,Armando
6850,ACH03,SONY,779,Bucaramanga,Ortencio
426,ACH02,KALLEY,228,Titiribi,Armando
5972,ACH02,SAMSUNG,834,Cali,Ortencio
5375,ACH03,SAMSUNG,781,Saragoza,Ortencio
8339,ACH03,SAMSUNG,1734,Bucaramanga,Armando
8931,ACH01,SONY,1557,Titiribi,Ortencio
4211,ACH01,KALLEY,721,Bogota,Sacarias
369,ACH03,KALLEY,277,Bucaramanga,Romulo
7129,ACH02,KALLEY,507,Cali,Romulo
7910,ACH01,SAMSUNG,916,Saragoza,Armando
9446,ACH03,KALLEY,802,Bucaramanga,Sacarias
4621,ACH01,SAMSUNG,1954,Bogota,Sacarias
7056,ACH01,SONY,650,Cali,Romulo
1387,ACH02,SAMSUNG,444,Bogota,Benavides
248,ACH01,SAMSUNG,1354,Cali,Sacarias
6200,ACH03,SONY,1567,Bucaramanga,Romulo
9809,ACH01,SAMSUNG,377,Cali,Benavides
8331,ACH02,SONY,1457,Saragoza,Sacarias
3052,ACH01,SONY,1610,Bucaramanga,Armando
9351,ACH02,KALLEY,883,Bogota,Benavides
6944,ACH03,SAMSUNG,868,Cali,Armando
7137,ACH01,KALLEY,1475,Cali,Armando
5652,ACH02,SONY,442,Bogota,Sacarias
3089,ACH03,KALLEY,1310,Bogota,Ortencio
8665,ACH02,KALLEY,1776,Bucaramanga,Romulo
3746,ACH03,KALLEY,989,Bogota,Ortencio
6326,ACH01,KALLEY,477,Titiribi,Benavides
1934,ACH02,KALLEY,865,Titiribi,Benavides
9139,ACH01,KALLEY,1528,Saragoza,Sacarias
5635,ACH01,SAMSUNG,252,Cali,Romulo
8722,ACH03,SONY,681,Bogota,Benavides
8708,ACH03,SONY,616,Titiribi,Ortencio
3579,ACH02,SONY,343,Bucaramanga,Sacarias
6654,ACH02,SAMSUNG,563,Bogota,Ortencio
7520,ACH03,SAMSUNG,188,Saragoza,Romulo
5593,ACH02,KALLEY,204,Bucaramanga,Benavides
3229,ACH02,KALLEY,1856,Saragoza,Ortencio
6883,ACH03,SAMSUNG,1265,Saragoza,Ortencio
1850,ACH01,SAMSUNG,890,Bucaramanga,Romulo
4418,ACH02,KALLEY,990,Saragoza,Benavides
1698,ACH02,SONY,577,Cali,Romulo
3153,ACH03,KALLEY,945,Cali,Romulo
247,ACH02,SONY,959,Cali,Ortencio
7982,ACH01,SONY,294,Bucaramanga,Armando
9118,ACH01,SONY,782,Bogota,Armando
2871,ACH02,SAMSUNG,560,Bucaramanga,Armando
6635,ACH02,SONY,1099,Saragoza,Ortencio
815,ACH01,SAMSUNG,1798,Titiribi,Romulo
4944,ACH02,SAMSUNG,103,Bogota,Sacarias
9754,ACH03,SAMSUNG,1332,Saragoza,Armando
4266,ACH01,SONY,1726,Saragoza,Armando
4541,ACH03,SAMSUNG,1152,Saragoza,Armando
8964,ACH01,KALLEY,991,Cali,Sacarias
3737,ACH01,SONY,1459,Cali,Armando
8768,ACH03,KALLEY,1285,Bogota,Romulo
7684,ACH01,KALLEY,738,Bucaramanga,Romulo
4242,ACH01,KALLEY,160,Titiribi,Armando
5565,ACH03,SONY,706,Bogota,Sacarias
9716,ACH03,KALLEY,1235,Titiribi,Sacarias
9351,ACH01,KALLEY,1310,Bogota,Ortencio
4804,ACH01,SONY,952,Bucaramanga,Armando
8837,ACH01,KALLEY,1076,Bogota,Romulo
1188,ACH02,SAMSUNG,1610,Bucaramanga,Sacarias
6451,ACH02,SONY,881,Bucaramanga,Sacarias
224,ACH01,SAMSUNG,1360,Bucaramanga,Romulo
3115,ACH03,SAMSUNG,1512,Cali,Romulo
2041,ACH02,SONY,579,Bogota,Ortencio
6992,ACH03,SAMSUNG,232,Bogota,Ortencio
8453,ACH01,SONY,1310,Saragoza,Benavides
3621,ACH01,SONY,104,Titiribi,Ortencio
682,ACH01,KALLEY,319,Titiribi,Sacarias
4828,ACH01,SONY,203,Bucaramanga,Benavides
4177,ACH02,KALLEY,1383,Cali,Sacarias
6627,ACH02,SAMSUNG,1246,Cali,Benavides
7636,ACH03,SONY,902,Saragoza,Romulo
8173,ACH03,SONY,1920,Titiribi,Armando
4818,ACH02,SAMSUNG,1763,Cali,Armando
4552,ACH03,SAMSUNG,1679,Bogota,Armando
1284,ACH03,SONY,1266,Titiribi,Romulo
1964,ACH02,SAMSUNG,1900,Titiribi,Benavides
5155,ACH03,SONY,1744,Saragoza,Sacarias
4189,ACH02,SONY,367,Cali,Armando
6595,ACH01,SONY,1272,Cali,Ortencio
2307,ACH02,SAMSUNG,720,Saragoza,Benavides
3001,ACH02,KALLEY,1236,Saragoza,Armando
9488,ACH02,SONY,433,Titiribi,Benavides
4344,ACH03,SAMSUNG,774,Titiribi,Armando
9894,ACH01,SONY,368,Bogota,Armando
109,ACH03,SAMSUNG,886,Titiribi,Ortencio
9103,ACH02,KALLEY,1402,Bogota,Sacarias
7910,ACH02,SONY,1087,Cali,Ortencio
9919,ACH03,KALLEY,755,Titiribi,Ortencio
1951,ACH02,KALLEY,171,Cali,Ortencio
3644,ACH03,SAMSUNG,693,Bucaramanga,Armando
9447,ACH01,SONY,536,Titiribi,Romulo
5521,ACH01,SAMSUNG,1995,Cali,Benavides
6947,ACH02,SONY,746,Bogota,Sacarias
9145,ACH01,SONY,1436,Bucaramanga,Sacarias
5318,ACH01,KALLEY,1497,Titiribi,Sacarias
7455,ACH01,KALLEY,471,Titiribi,Armando
9593,ACH03,KALLEY,642,Bucaramanga,Armando
373,ACH01,SONY,1385,Bogota,Armando
8045,ACH03,KALLEY,1146,Saragoza,Romulo
3801,ACH01,SONY,116,Bogota,Sacarias
596,ACH03,KALLEY,214,Saragoza,Armando
2722,ACH01,SONY,756,Bucaramanga,Ortencio
3393,ACH01,SAMSUNG,980,Bucaramanga,Ortencio
8448,ACH03,SONY,1733,Bucaramanga,Armando
4157,ACH03,SAMSUNG,1518,Titiribi,Armando
4040,ACH03,SONY,1187,Saragoza,Romulo
8695,ACH01,SONY,1474,Cali,Romulo
1289,ACH03,SAMSUNG,1614,Bucaramanga,Armando
2145,ACH01,SONY,621,Bucaramanga,Benavides
4605,ACH02,SAMSUNG,1461,Bogota,Sacarias
6894,ACH02,KALLEY,759,Saragoza,Benavides
3957,ACH02,KALLEY,1405,Saragoza,Armando
9931,ACH02,KALLEY,939,Bucaramanga,Armando
3261,ACH03,SAMSUNG,1748,Bucaramanga,Sacarias
7657,ACH03,SONY,1498,Bucaramanga,Romulo
7737,ACH01,KALLEY,858,Cali,Armando
7961,ACH03,SAMSUNG,1581,Bogota,Benavides
5747,ACH01,SAMSUNG,1830,Bucaramanga,Ortencio
1250,ACH02,KALLEY,1644,Cali,Sacarias
5314,ACH02,SONY,608,Bogota,Ortencio
8521,ACH02,SONY,908,Bucaramanga,Armando
1924,ACH03,SAMSUNG,1439,Bucaramanga,Armando
438,ACH02,SAMSUNG,1799,Cali,Ortencio
3316,ACH03,KALLEY,1774,Bogota,Sacarias
4260,ACH01,KALLEY,552,Saragoza,Romulo
5970,ACH01,SAMSUNG,1952,Titiribi,Ortencio
573,ACH03,SAMSUNG,141,Saragoza,Sacarias
2039,ACH03,SAMSUNG,1333,Cali,Romulo
1656,ACH02,SONY,997,Bogota,Armando
473,ACH03,SAMSUNG,443,Bucaramanga,Romulo
5012,ACH01,SAMSUNG,1201,Bucaramanga,Romulo
746,ACH02,KALLEY,1300,Cali,Romulo
8238,ACH03,KALLEY,283,Titiribi,Sacarias
1720,ACH01,SAMSUNG,475,Bucaramanga,Ortencio
5500,ACH03,KALLEY,734,Bucaramanga,Benavides
7943,ACH03,KALLEY,868,Titiribi,Sacarias
6859,ACH02,SAMSUNG,1959,Cali,Sacarias
3924,ACH01,KALLEY,423,Cali,Sacarias
2616,ACH01,SONY,612,Bucaramanga,Armando
1319,ACH01,SONY,1841,Titiribi,Armando
1567,ACH02,KALLEY,984,Saragoza,Sacarias
